behavior_id,user_id,product_id,behavior_type,behavior_time,duration_seconds
B00028532,U002200,P001916,浏览,2026-02-24 04:38:35.815213,26
B00028533,U004570,P000026,点击,2026-02-02 18:30:35.815213,326
B00028534,U002245,P001540,点击,2026-02-16 20:31:35.815213,258
B00028535,U004109,P001712,加购,2026-02-05 00:06:35.815213,0
B00028536,U000741,P001581,点击,2025-12-30 08:59:35.815213,203
B00028537,U002934,P001292,点击,2025-12-12 23:34:35.815213,473
B00028538,U004054,P000092,点击,2025-12-24 10:11:35.815213,510
B00028539,U000162,P001317,点击,2026-03-02 07:38:35.815213,348
B00028540,U000608,P000387,点击,2025-12-17 13:33:35.815213,229
B00028541,U000728,P001692,收藏,2025-12-07 04:18:35.815213,0
B00028542,U003785,P001757,点击,2026-01-01 16:49:35.815213,83
B00028543,U000643,P000980,浏览,2026-02-01 19:39:35.815213,164
B00028544,U003786,P001154,浏览,2026-01-12 05:17:35.815213,545
B00028545,U004899,P000952,加购,2025-12-31 00:58:35.815213,0
B00028546,U003945,P000485,浏览,2026-02-01 10:54:35.815213,287
B00028547,U004012,P001985,浏览,2026-02-06 23:14:35.815213,462
B00028548,U004044,P001838,点击,2025-12-23 05:56:35.815213,263
B00028549,U001092,P000111,收藏,2026-02-24 02:36:35.815213,0
B00028550,U002289,P001764,浏览,2026-01-20 15:52:35.815213,256
B00028551,U003528,P001452,点击,2026-01-25 22:15:35.815213,231
B00028552,U001023,P001258,浏览,2026-02-05 13:07:35.815213,89
B00028553,U001735,P001938,浏览,2026-01-28 04:27:35.815213,378
B00028554,U003767,P000713,点击,2025-12-14 16:36:35.815213,150
B00028555,U000154,P000037,点击,2025-12-08 05:34:35.815213,87
B00028556,U004278,P000566,浏览,2026-02-27 06:52:35.815213,419
B00028557,U001208,P001817,收藏,2025-12-16 03:41:35.815213,0
B00028558,U002616,P000895,浏览,2026-02-04 14:16:35.815213,449
B00028559,U004661,P001129,收藏,2026-01-13 11:34:35.815213,0
B00028560,U001981,P000339,浏览,2026-02-05 03:56:35.815213,268
B00028561,U004642,P001214,浏览,2026-03-02 06:56:35.815213,264
B00028562,U002890,P000665,点击,2026-02-12 10:09:35.815213,297
B00028563,U002610,P001716,浏览,2026-01-26 00:45:35.815213,351
B00028564,U000709,P001777,加购,2026-01-23 14:52:35.815213,0
B00028565,U004619,P000191,点击,2026-02-05 03:14:35.815213,16
B00028566,U003158,P000911,收藏,2026-02-17 11:52:35.815213,0
B00028567,U003218,P001838,浏览,2025-12-22 04:02:35.815213,482
B00028568,U004050,P000056,浏览,2026-02-23 07:43:35.815213,268
B00028569,U004767,P001138,浏览,2025-12-25 21:57:35.815213,196
B00028570,U002366,P001050,浏览,2026-02-10 07:32:35.815213,82
B00028571,U002583,P000110,加购,2026-01-24 16:43:35.815213,0
B00028572,U001384,P000960,点击,2026-02-16 08:23:35.815213,493
B00028573,U003646,P001940,浏览,2026-01-03 00:28:35.815213,534
B00028574,U002122,P000451,浏览,2026-02-16 09:26:35.815213,515
B00028575,U002942,P000153,点击,2025-12-28 09:31:35.815213,536
B00028576,U003881,P000789,浏览,2026-01-05 19:14:35.815213,237
B00028577,U000365,P000674,收藏,2025-12-24 20:26:35.815213,0
B00028578,U002312,P001012,收藏,2025-12-25 16:17:35.815213,0
B00028579,U002865,P001525,点击,2025-12-28 18:48:35.815213,33
B00028580,U000185,P001638,浏览,2026-01-01 06:32:35.815213,55
B00028581,U003504,P000472,浏览,2026-03-02 11:29:35.815213,357
B00028582,U004789,P001385,浏览,2026-01-26 02:18:35.815213,487
B00028583,U003006,P001561,浏览,2026-03-04 16:18:35.815213,369
B00028584,U000730,P000193,加购,2026-01-06 02:04:35.815213,0
B00028585,U004076,P000925,浏览,2026-02-06 11:19:35.815213,180
B00028586,U000567,P000800,收藏,2026-02-11 19:50:35.815213,0
B00028587,U001312,P000768,点击,2026-02-18 23:43:35.815213,348
B00028588,U004439,P001391,点击,2026-02-08 01:49:35.815213,513
B00028589,U003424,P000897,收藏,2025-12-15 12:08:35.815213,0
B00028590,U000612,P001187,浏览,2025-12-16 10:33:35.815213,381
B00028591,U004101,P000952,点击,2026-01-25 14:20:35.815213,529
B00028592,U000624,P000272,浏览,2026-03-03 21:17:35.815213,200
B00028593,U000498,P000544,加购,2026-01-06 04:02:35.815213,0
B00028594,U000223,P001263,加购,2026-01-02 03:03:35.815213,0
B00028595,U000953,P001999,点击,2026-01-26 15:33:35.815213,394
B00028596,U001907,P001413,加购,2026-01-21 17:28:35.815213,0
B00028597,U001161,P001034,收藏,2026-01-01 23:59:35.815213,0
B00028598,U002785,P000982,点击,2026-02-23 19:38:35.815213,295
B00028599,U003835,P001899,点击,2025-12-09 08:19:35.815213,142
B00028600,U004634,P000328,点击,2026-01-09 11:17:35.815213,573
B00028601,U000703,P001615,浏览,2026-02-28 10:15:35.815213,411
B00028602,U003409,P001812,浏览,2026-02-03 22:27:35.815213,417
B00028603,U000997,P000345,收藏,2025-12-12 22:37:35.815213,0
B00028604,U003935,P000396,浏览,2026-01-10 04:51:35.815213,576
B00028605,U004828,P000090,浏览,2026-01-13 10:57:35.815213,84
B00028606,U002261,P000452,点击,2026-02-13 16:28:35.815213,13
B00028607,U000587,P001471,浏览,2026-02-27 13:30:35.815213,448
B00028608,U002985,P001434,浏览,2026-03-03 02:20:35.815213,239
B00028609,U002870,P000444,加购,2026-02-13 17:42:35.815213,0
B00028610,U003577,P001866,浏览,2026-01-29 07:41:35.815213,13
B00028611,U002724,P001776,加购,2026-03-04 14:28:35.815213,0
B00028612,U001005,P000573,浏览,2025-12-29 13:06:35.815213,22
B00028613,U001776,P000399,收藏,2026-01-24 21:34:35.815213,0
B00028614,U001115,P000005,点击,2026-02-08 10:08:35.815213,497
B00028615,U002900,P000672,浏览,2026-02-16 13:17:35.815213,173
B00028616,U004721,P001120,浏览,2026-03-03 04:59:35.815213,104
B00028617,U002690,P000918,浏览,2026-02-03 17:52:35.815213,577
B00028618,U000613,P000790,浏览,2026-02-27 22:05:35.815213,179
B00028619,U003611,P001548,点击,2026-01-23 22:54:35.815213,409
B00028620,U002578,P000832,浏览,2025-12-25 00:46:35.815213,357
B00028621,U001404,P000843,浏览,2026-01-08 12:29:35.815213,257
B00028622,U000011,P001368,浏览,2026-02-25 04:24:35.815213,348
B00028623,U001998,P000747,点击,2026-02-13 10:00:35.815213,238
B00028624,U000555,P000621,点击,2026-01-26 13:56:35.815213,560
B00028625,U000764,P001513,浏览,2026-01-16 13:24:35.815213,170
B00028626,U004647,P001232,加购,2026-02-21 22:30:35.815213,0
B00028627,U001871,P000528,浏览,2025-12-20 18:51:35.815213,123
B00028628,U000755,P001985,加购,2026-02-16 22:02:35.815213,0
B00028629,U003156,P000307,点击,2026-01-02 08:57:35.815213,534
B00028630,U000337,P001751,收藏,2026-01-21 06:25:35.815213,0
B00028631,U000055,P001568,浏览,2025-12-15 11:07:35.815213,115
B00028632,U003393,P001651,加购,2026-02-19 01:54:35.815213,0
B00028633,U001117,P001662,收藏,2026-01-04 05:50:35.815213,0
B00028634,U004204,P000949,点击,2026-01-10 18:38:35.815213,33
B00028635,U003422,P000228,浏览,2025-12-28 23:00:35.815213,561
B00028636,U004645,P001253,浏览,2026-02-11 08:01:35.815213,580
B00028637,U002794,P000387,浏览,2025-12-22 06:59:35.815213,423
B00028638,U004683,P001395,浏览,2026-02-09 14:03:35.815213,298
B00028639,U004946,P001933,浏览,2026-02-06 17:02:35.815213,144
B00028640,U004585,P001372,收藏,2026-02-01 06:37:35.815213,0
B00028641,U000822,P000826,收藏,2026-01-01 14:29:35.815213,0
B00028642,U004169,P001581,收藏,2026-01-13 05:59:35.815213,0
B00028643,U003163,P000024,浏览,2026-03-04 19:10:35.815213,284
B00028644,U001902,P001971,收藏,2026-01-19 21:32:35.815213,0
B00028645,U002868,P001037,收藏,2026-01-05 07:16:35.815213,0
B00028646,U000448,P000920,加购,2026-01-29 07:44:35.815213,0
B00028647,U004926,P000517,收藏,2026-01-20 21:24:35.815213,0
B00028648,U004676,P001617,收藏,2025-12-13 20:12:35.815213,0
B00028649,U003296,P000178,浏览,2025-12-14 23:44:35.815213,243
B00028650,U003288,P000460,点击,2025-12-30 19:16:35.815213,183
B00028651,U000166,P000375,点击,2026-01-06 16:11:35.815213,85
B00028652,U000434,P001713,点击,2026-01-10 12:52:35.815213,275
B00028653,U001820,P000402,加购,2026-03-04 01:00:35.815213,0
B00028654,U004166,P000289,浏览,2026-01-11 05:38:35.815213,481
B00028655,U000543,P001210,收藏,2026-02-19 17:37:35.815213,0
B00028656,U002233,P000927,浏览,2026-03-03 16:02:35.815213,303
B00028657,U001674,P000503,浏览,2026-03-03 05:57:35.815213,597
B00028658,U000140,P001186,浏览,2026-02-18 00:00:35.815213,238
B00028659,U003335,P000862,点击,2026-01-05 23:35:35.815213,340
B00028660,U004252,P001888,点击,2025-12-10 13:10:35.815213,265
B00028661,U002379,P001482,浏览,2026-01-13 11:59:35.815213,592
B00028662,U001504,P000031,加购,2026-01-22 12:43:35.815213,0
B00028663,U003036,P000867,浏览,2026-01-28 21:03:35.815213,318
B00028664,U004417,P001103,浏览,2025-12-26 05:06:35.815213,123
B00028665,U001947,P001307,点击,2026-01-22 22:26:35.815213,9
B00028666,U004260,P000187,浏览,2026-01-02 17:34:35.815213,512
B00028667,U000202,P000539,收藏,2025-12-22 16:37:35.815213,0
B00028668,U004186,P001399,浏览,2026-01-25 20:03:35.815213,385
B00028669,U004682,P000385,点击,2026-03-03 05:57:35.815213,533
B00028670,U001470,P001100,浏览,2026-01-26 05:30:35.815213,485
B00028671,U004897,P000708,点击,2025-12-20 09:37:35.815213,504
B00028672,U000986,P000407,收藏,2026-01-28 09:28:35.815213,0
B00028673,U003554,P001790,浏览,2026-02-26 05:07:35.815213,450
B00028674,U000677,P000866,浏览,2026-02-04 05:19:35.815213,543
B00028675,U001905,P000820,加购,2026-02-05 18:28:35.815213,0
B00028676,U004749,P000953,加购,2026-02-21 10:50:35.815213,0
B00028677,U003050,P000599,浏览,2026-01-14 14:48:35.815213,497
B00028678,U001890,P001971,浏览,2026-01-27 16:00:35.815213,592
B00028679,U001829,P000123,浏览,2026-01-02 08:44:35.815213,410
B00028680,U000764,P001492,浏览,2025-12-31 17:58:35.815213,26
B00028681,U004751,P001215,浏览,2026-01-20 17:46:35.815213,578
B00028682,U002404,P000255,浏览,2026-02-02 06:32:35.815213,462
B00028683,U001360,P000212,浏览,2026-01-21 13:08:35.815213,65
B00028684,U000085,P001757,收藏,2026-01-25 15:53:35.815213,0
B00028685,U000866,P000845,浏览,2026-02-12 02:00:35.815213,214
B00028686,U003176,P000284,收藏,2025-12-19 11:18:35.815213,0
B00028687,U001142,P000280,点击,2026-01-07 11:18:35.815213,380
B00028688,U001062,P000766,浏览,2026-02-03 06:24:35.815213,279
B00028689,U004579,P001302,浏览,2026-01-18 22:11:35.815213,170
B00028690,U004232,P000470,浏览,2026-01-19 23:39:35.815213,468
B00028691,U000076,P001192,点击,2026-02-01 20:26:35.815213,439
B00028692,U000316,P001227,浏览,2025-12-22 21:41:35.815213,134
B00028693,U000497,P001928,点击,2026-01-04 01:45:35.815213,221
B00028694,U000956,P001120,浏览,2026-01-29 14:23:35.815213,90
B00028695,U000621,P000728,浏览,2026-02-17 04:07:35.815213,480
B00028696,U003640,P001804,加购,2025-12-23 17:54:35.815213,0
B00028697,U000018,P000945,浏览,2026-03-05 16:41:35.815213,485
B00028698,U004528,P000616,收藏,2026-02-16 17:31:35.815213,0
B00028699,U000616,P001685,浏览,2026-02-15 14:55:35.815213,41
B00028700,U000149,P001408,加购,2026-01-07 01:38:35.815213,0
B00028701,U004536,P001859,加购,2025-12-11 15:29:35.815213,0
B00028702,U004315,P000679,浏览,2025-12-14 01:54:35.815213,506
B00028703,U003980,P001133,浏览,2026-02-16 06:06:35.815213,462
B00028704,U000671,P000830,收藏,2025-12-27 02:52:35.815213,0
B00028705,U003682,P001362,浏览,2026-01-04 20:55:35.815213,138
B00028706,U001019,P001082,浏览,2026-02-10 00:51:35.815213,252
B00028707,U002943,P000958,点击,2026-01-09 22:35:35.815213,40
B00028708,U001275,P001222,浏览,2025-12-14 11:30:35.815213,444
B00028709,U003133,P001956,浏览,2026-02-26 08:44:35.815213,445
B00028710,U001503,P001709,浏览,2026-02-19 21:50:35.815213,599
B00028711,U002116,P000640,浏览,2025-12-28 13:32:35.815213,305
B00028712,U004349,P000335,浏览,2026-03-02 09:50:35.815213,114
B00028713,U004925,P001521,点击,2025-12-21 00:54:35.815213,440
B00028714,U000884,P001005,浏览,2026-01-01 06:55:35.815213,195
B00028715,U002672,P000783,收藏,2025-12-13 08:17:35.815213,0
B00028716,U001553,P001342,加购,2026-02-09 18:23:35.815213,0
B00028717,U003741,P001190,浏览,2025-12-25 10:26:35.815213,42
B00028718,U004056,P001011,收藏,2025-12-10 02:08:35.815213,0
B00028719,U002563,P000576,加购,2026-01-04 15:39:35.815213,0
B00028720,U001902,P000620,浏览,2026-01-12 23:20:35.815213,260
B00028721,U003054,P001405,收藏,2026-02-15 19:10:35.815213,0
B00028722,U002663,P001652,浏览,2025-12-26 11:53:35.815213,119
B00028723,U000155,P001780,收藏,2025-12-11 07:28:35.815213,0
B00028724,U002894,P001368,加购,2026-02-12 05:52:35.815213,0
B00028725,U000388,P001735,加购,2025-12-10 21:46:35.815213,0
B00028726,U000004,P000905,点击,2026-01-29 23:54:35.815213,367
B00028727,U000985,P000715,点击,2026-02-05 10:00:35.815213,599
B00028728,U002428,P002000,浏览,2026-02-22 07:51:35.815213,131
B00028729,U001739,P000967,点击,2026-01-27 16:51:35.815213,342
B00028730,U004129,P001945,收藏,2026-02-06 04:40:35.815213,0
B00028731,U001035,P000590,浏览,2026-02-27 02:04:35.815213,482
B00028732,U000716,P001985,加购,2026-01-09 02:42:35.815213,0
B00028733,U001533,P001428,点击,2026-02-22 04:33:35.815213,205
B00028734,U001178,P000540,点击,2025-12-29 21:02:35.815213,112
B00028735,U004952,P001841,点击,2025-12-27 18:40:35.815213,324
B00028736,U001903,P001254,加购,2026-01-04 13:18:35.815213,0
B00028737,U000922,P000802,点击,2026-01-22 00:30:35.815213,197
B00028738,U000694,P000506,浏览,2026-01-07 11:58:35.815213,36
B00028739,U000667,P000201,收藏,2026-02-08 06:43:35.815213,0
B00028740,U001252,P001020,加购,2026-03-04 22:22:35.815213,0
B00028741,U000102,P001044,点击,2026-02-19 21:27:35.815213,369
B00028742,U004354,P001131,收藏,2026-02-08 14:44:35.815213,0
B00028743,U001801,P000756,点击,2026-01-15 17:03:35.815213,410
B00028744,U000072,P001894,浏览,2026-01-16 13:33:35.815213,122
B00028745,U000884,P001759,点击,2026-02-25 09:42:35.815213,400
B00028746,U003050,P000469,点击,2025-12-18 18:07:35.815213,24
B00028747,U003904,P000022,点击,2026-01-04 02:35:35.815213,376
B00028748,U004211,P001229,点击,2026-02-02 05:00:35.815213,32
B00028749,U004673,P001964,浏览,2026-02-04 00:52:35.815213,375
B00028750,U001434,P001071,收藏,2026-02-24 01:24:35.815213,0
B00028751,U001703,P000025,浏览,2025-12-06 00:40:35.815213,32
B00028752,U003212,P001174,浏览,2026-01-10 02:22:35.815213,257
B00028753,U000308,P001638,点击,2025-12-21 21:47:35.815213,345
B00028754,U004883,P001341,点击,2026-02-02 08:53:35.815213,99
B00028755,U001890,P001716,浏览,2026-01-23 08:34:35.815213,534
B00028756,U001982,P001143,浏览,2026-01-10 06:05:35.815213,213
B00028757,U004488,P001172,点击,2025-12-19 07:29:35.815213,527
B00028758,U000087,P000208,浏览,2025-12-20 02:24:35.815213,415
B00028759,U001163,P001013,收藏,2026-02-24 03:37:35.815213,0
B00028760,U000866,P000020,点击,2026-02-24 20:40:35.815213,47
B00028761,U003749,P000617,点击,2026-02-23 05:16:35.815213,301
B00028762,U000153,P001642,点击,2026-01-19 14:38:35.815213,23
B00028763,U002712,P000358,浏览,2026-01-17 06:50:35.815213,24
B00028764,U000618,P000685,浏览,2026-01-31 13:05:35.815213,578
B00028765,U002338,P000037,点击,2026-01-02 21:42:35.815213,115
B00028766,U001519,P000143,浏览,2026-02-05 05:33:35.815213,588
B00028767,U003922,P000844,加购,2025-12-07 07:32:35.815213,0
B00028768,U000938,P001161,加购,2026-01-03 14:08:35.815213,0
B00028769,U004967,P000613,浏览,2026-01-27 02:42:35.815213,574
B00028770,U001615,P000172,浏览,2026-03-03 06:59:35.815213,144
B00028771,U002525,P001679,浏览,2026-02-10 15:29:35.815213,173
B00028772,U003732,P000556,点击,2025-12-28 11:26:35.815213,150
B00028773,U003408,P001656,收藏,2026-02-03 07:23:35.815213,0
B00028774,U003901,P000630,浏览,2026-01-14 18:26:35.815213,564
B00028775,U003655,P000854,收藏,2026-03-02 00:17:35.815213,0
B00028776,U001265,P000396,浏览,2026-01-08 10:29:35.815213,253
B00028777,U004324,P000923,点击,2025-12-07 20:54:35.815213,153
B00028778,U001686,P000915,点击,2026-01-05 17:14:35.815213,573
B00028779,U000975,P001263,加购,2026-01-12 03:23:35.815213,0
B00028780,U004169,P000153,收藏,2026-02-18 04:53:35.815213,0
B00028781,U004092,P000202,点击,2026-01-18 05:49:35.815213,20
B00028782,U001553,P000761,浏览,2026-01-21 16:53:35.815213,16
B00028783,U003330,P000960,收藏,2025-12-12 19:05:35.815213,0
B00028784,U004359,P000876,点击,2026-01-09 18:15:35.815213,419
B00028785,U004319,P000908,点击,2026-02-05 03:16:35.815213,327
B00028786,U000485,P001074,浏览,2026-01-15 16:01:35.815213,364
B00028787,U002239,P000765,浏览,2026-01-31 01:04:35.815213,399
B00028788,U004653,P001864,浏览,2026-01-02 13:27:35.815213,312
B00028789,U000982,P000139,加购,2026-02-16 14:25:35.815213,0
B00028790,U001719,P001895,浏览,2026-01-27 04:35:35.815213,176
B00028791,U002194,P000339,收藏,2025-12-20 15:47:35.815213,0
B00028792,U002613,P001303,浏览,2026-02-01 18:14:35.815213,285
B00028793,U003792,P001112,点击,2025-12-21 17:12:35.815213,331
B00028794,U002439,P000655,浏览,2026-02-05 13:22:35.815213,547
B00028795,U000083,P001599,点击,2026-01-26 05:25:35.815213,75
B00028796,U003097,P000660,点击,2026-03-05 14:31:35.815213,468
B00028797,U004549,P001369,浏览,2026-03-03 11:19:35.815213,168
B00028798,U001688,P001272,浏览,2026-01-21 01:43:35.815213,246
B00028799,U002478,P000974,点击,2025-12-28 03:14:35.815213,582
B00028800,U003575,P001546,点击,2026-03-04 20:00:35.815213,413
B00028801,U001990,P001648,加购,2026-02-05 02:09:35.815213,0
B00028802,U001420,P000242,浏览,2026-01-02 17:03:35.815213,109
B00028803,U004798,P000445,加购,2026-01-15 07:18:35.815213,0
B00028804,U000852,P000477,浏览,2025-12-13 09:13:35.815213,154
B00028805,U004314,P001967,加购,2025-12-27 21:48:35.815213,0
B00028806,U000460,P000374,浏览,2026-01-02 16:19:35.815213,302
B00028807,U001612,P001585,收藏,2026-01-20 23:54:35.815213,0
B00028808,U002570,P000049,收藏,2026-01-06 19:37:35.815213,0
B00028809,U002515,P001018,点击,2026-01-05 19:09:35.815213,175
B00028810,U003755,P001356,收藏,2025-12-30 22:12:35.815213,0
B00028811,U003361,P001569,点击,2026-01-19 11:44:35.815213,136
B00028812,U003704,P001623,浏览,2026-03-01 17:11:35.815213,184
B00028813,U004508,P000846,点击,2026-01-26 07:30:35.815213,452
B00028814,U002734,P001303,点击,2026-02-16 16:34:35.815213,108
B00028815,U001901,P000181,浏览,2026-01-31 08:55:35.815213,414
B00028816,U000386,P000293,浏览,2026-01-27 18:36:35.815213,453
B00028817,U003494,P000790,浏览,2026-02-14 21:40:35.815213,247
B00028818,U004134,P001245,点击,2026-01-07 10:16:35.815213,254
B00028819,U002967,P001508,收藏,2026-01-02 04:11:35.815213,0
B00028820,U003316,P000642,浏览,2026-01-14 08:16:35.815213,411
B00028821,U003115,P000916,浏览,2025-12-29 19:54:35.815213,425
B00028822,U002166,P001029,浏览,2026-02-07 13:24:35.815213,49
B00028823,U002654,P000475,浏览,2026-01-27 00:21:35.815213,381
B00028824,U001348,P001795,浏览,2026-01-05 07:45:35.815213,204
B00028825,U000198,P001874,浏览,2026-01-15 23:28:35.815213,538
B00028826,U001506,P001741,点击,2026-02-04 09:53:35.815213,292
B00028827,U001017,P001494,点击,2025-12-06 04:14:35.815213,265
B00028828,U003776,P001229,点击,2026-01-12 01:23:35.815213,329
B00028829,U002516,P001804,加购,2026-01-07 04:41:35.815213,0
B00028830,U000832,P001440,浏览,2026-01-10 19:27:35.815213,175
B00028831,U001573,P000442,浏览,2026-03-05 14:16:35.815213,306
B00028832,U000104,P001991,浏览,2025-12-16 07:07:35.815213,22
B00028833,U002033,P000582,加购,2026-01-12 06:44:35.815213,0
B00028834,U001258,P001064,浏览,2025-12-13 14:35:35.815213,335
B00028835,U002082,P000357,收藏,2026-02-01 03:16:35.815213,0
B00028836,U004816,P001158,浏览,2026-03-02 09:48:35.815213,304
B00028837,U000337,P001599,加购,2025-12-13 03:28:35.815213,0
B00028838,U004293,P001945,浏览,2026-01-20 19:51:35.815213,74
B00028839,U000995,P001115,浏览,2025-12-18 00:39:35.815213,229
B00028840,U003302,P000197,浏览,2026-02-18 20:16:35.815213,169
B00028841,U000100,P001273,收藏,2025-12-11 11:11:35.815213,0
B00028842,U002111,P000339,点击,2026-01-21 16:59:35.815213,213
B00028843,U001358,P001993,浏览,2026-02-15 07:56:35.815213,465
B00028844,U001021,P001330,浏览,2025-12-24 18:58:35.815213,98
B00028845,U002958,P001448,收藏,2026-02-09 10:29:35.815213,0
B00028846,U003778,P001537,收藏,2026-01-31 01:03:35.815213,0
B00028847,U002332,P000686,加购,2026-03-04 00:21:35.815213,0
B00028848,U001743,P000841,浏览,2026-01-09 07:08:35.815213,370
B00028849,U000876,P000935,点击,2025-12-18 14:41:35.815213,252
B00028850,U000419,P001162,加购,2026-02-08 05:23:35.815213,0
B00028851,U000991,P000625,浏览,2025-12-21 11:48:35.815213,381
B00028852,U002475,P001771,点击,2026-02-27 17:58:35.815213,480
B00028853,U000684,P000305,点击,2026-01-05 05:14:35.815213,352
B00028854,U004847,P001038,浏览,2025-12-11 16:55:35.815213,240
B00028855,U000043,P000046,收藏,2026-01-15 15:44:35.815213,0
B00028856,U002036,P001576,收藏,2025-12-09 19:22:35.815213,0
B00028857,U003380,P000985,浏览,2026-02-22 15:18:35.815213,310
B00028858,U001646,P000114,浏览,2026-03-01 15:54:35.815213,350
B00028859,U003973,P001171,点击,2025-12-18 08:05:35.815213,378
B00028860,U004243,P000242,浏览,2026-01-24 20:19:35.815213,134
B00028861,U003998,P001553,点击,2026-02-24 17:37:35.815213,565
B00028862,U004913,P001234,浏览,2026-02-25 19:49:35.815213,116
B00028863,U002429,P000942,收藏,2025-12-21 22:14:35.815213,0
B00028864,U001775,P000232,点击,2026-01-01 07:24:35.815213,334
B00028865,U001727,P001394,点击,2026-01-11 05:18:35.815213,110
B00028866,U003188,P000457,点击,2026-02-11 01:23:35.815213,331
B00028867,U001489,P000193,浏览,2026-01-06 02:19:35.815213,323
B00028868,U003741,P000070,收藏,2026-01-05 09:31:35.815213,0
B00028869,U000844,P001318,浏览,2026-02-19 12:17:35.815213,488
B00028870,U003279,P000870,浏览,2025-12-26 23:20:35.815213,251
B00028871,U001077,P000871,点击,2025-12-21 00:50:35.815213,395
B00028872,U004309,P000893,浏览,2026-01-03 16:06:35.815213,379
B00028873,U002296,P000145,浏览,2026-01-26 22:38:35.815213,200
B00028874,U001514,P000585,浏览,2025-12-29 19:34:35.815213,95
B00028875,U002898,P000125,浏览,2026-02-26 10:44:35.815213,590
B00028876,U004861,P001803,浏览,2026-02-15 20:28:35.815213,247
B00028877,U003928,P001845,收藏,2026-01-31 21:56:35.815213,0
B00028878,U003009,P000376,浏览,2026-01-03 08:52:35.815213,205
B00028879,U003108,P001170,收藏,2026-01-12 07:05:35.815213,0
B00028880,U004000,P001901,收藏,2026-01-15 23:48:35.815213,0
B00028881,U003482,P001262,收藏,2026-02-21 03:04:35.815213,0
B00028882,U002232,P000741,收藏,2026-01-15 10:20:35.815213,0
B00028883,U000067,P001159,浏览,2026-01-19 16:23:35.815213,416
B00028884,U002081,P001443,加购,2025-12-29 16:09:35.815213,0
B00028885,U001548,P000172,点击,2026-02-04 16:31:35.815213,392
B00028886,U001269,P000839,收藏,2026-02-28 07:46:35.815213,0
B00028887,U001510,P000295,浏览,2025-12-15 13:10:35.815213,352
B00028888,U004692,P000523,浏览,2026-01-13 22:26:35.815213,152
B00028889,U000849,P001149,收藏,2026-02-22 21:08:35.815213,0
B00028890,U001875,P000266,浏览,2026-01-08 08:26:35.815213,6
B00028891,U000602,P001152,加购,2025-12-13 11:23:35.815213,0
B00028892,U004202,P001378,收藏,2026-02-03 04:12:35.815213,0
B00028893,U004781,P001880,收藏,2026-01-31 20:21:35.815213,0
B00028894,U001413,P001100,点击,2026-01-25 20:28:35.815213,250
B00028895,U002583,P000393,点击,2026-01-03 11:08:35.815213,331
B00028896,U002851,P000982,收藏,2025-12-23 05:03:35.815213,0
B00028897,U002289,P000358,点击,2026-03-04 17:09:35.815213,284
B00028898,U000096,P001646,加购,2026-02-16 20:59:35.815213,0
B00028899,U004221,P000736,点击,2025-12-18 01:26:35.815213,420
B00028900,U000234,P000008,浏览,2026-01-22 16:41:35.815213,94
B00028901,U004785,P000688,收藏,2026-01-18 20:29:35.815213,0
B00028902,U004678,P000021,浏览,2026-03-05 03:05:35.815213,150
B00028903,U004216,P000208,浏览,2026-01-06 11:17:35.815213,532
B00028904,U003549,P000097,浏览,2026-01-24 23:13:35.815213,15
B00028905,U000022,P000857,收藏,2026-01-01 00:35:35.815213,0
B00028906,U002809,P000755,点击,2026-03-04 13:08:35.815213,372
B00028907,U001236,P000615,加购,2026-01-19 01:03:35.815213,0
B00028908,U002523,P000262,浏览,2026-01-06 20:46:35.815213,317
B00028909,U004935,P001083,浏览,2026-02-21 17:48:35.815213,245
B00028910,U002236,P001988,浏览,2025-12-29 22:03:35.815213,594
B00028911,U000418,P000535,点击,2026-01-06 21:26:35.815213,107
B00028912,U000553,P001353,点击,2026-01-29 18:39:35.815213,215
B00028913,U002588,P000612,浏览,2026-02-18 10:26:35.815213,142
B00028914,U003891,P001483,浏览,2025-12-27 09:34:35.815213,165
B00028915,U000036,P000630,浏览,2026-03-01 20:38:35.815213,383
B00028916,U004066,P001955,收藏,2025-12-28 16:35:35.815213,0
B00028917,U000531,P000396,浏览,2026-02-20 11:26:35.815213,347
B00028918,U004784,P000739,收藏,2026-01-21 00:58:35.815213,0
B00028919,U002172,P001991,点击,2026-02-16 08:03:35.815213,438
B00028920,U003090,P000185,加购,2026-03-03 20:47:35.815213,0
B00028921,U004801,P000669,加购,2026-01-23 08:41:35.815213,0
B00028922,U000918,P000725,点击,2026-03-01 06:04:35.815213,36
B00028923,U003260,P000323,加购,2026-01-12 15:48:35.815213,0
B00028924,U003236,P001597,点击,2025-12-24 00:47:35.815213,55
B00028925,U002068,P000765,点击,2026-01-28 20:00:35.815213,109
B00028926,U001020,P001597,浏览,2026-01-15 17:43:35.815213,65
B00028927,U002024,P001398,点击,2025-12-26 12:47:35.815213,120
B00028928,U002161,P000216,浏览,2026-02-20 03:22:35.815213,304
B00028929,U001341,P001054,浏览,2026-01-31 08:20:35.815213,354
B00028930,U002405,P001279,加购,2026-01-15 03:37:35.815213,0
B00028931,U004932,P001307,浏览,2026-01-18 07:01:35.815213,318
B00028932,U000772,P001501,点击,2026-02-12 15:28:35.815213,500
B00028933,U002874,P001404,点击,2025-12-10 23:34:35.815213,576
B00028934,U000717,P000542,收藏,2025-12-26 16:02:35.815213,0
